,תאריך,יום,שעה (עגולה),מספר קו,שם הקו,כיוון,אלטרנטיבה,חברה (agency_name),סוג מסלול (route_type),עיר מוצא,תחנת מוצא,עיר יעד,תחנת יעד,כמות תחנות,אורך מסלול (קמ),זמן יציאה מתוכנן,זמן הגעה מתוכנן,משך מתוכנן (דק),משך בפועל (דק),הפרש (דק),מהירות מתוכננת (קמש),מהירות בפועל (קמש),מזהה SIRI
59226,09/01/2024,שלישי,11:00,125,ת.רק''ל הקוממיות/דרך בגין-בת ים<->קריית חינוך-תל אביב יפו-20,2.0,0,דן,אוטובוס,בת ים,ת.רק''ל הקוממיות/דרך בגין,תל אביב יפו,קריית חינוך,57.0,19.918,11:34:00,12:40:38,67,108.0,41.0,17.8,11.1,58964006
13631,08/01/2024,שני,05:00,238,דרך מנחם בגין/קופת חולים-פתח תקווה<->מסוף כרמלית/הורדה-תל אביב יפו-10,1.0,0,דן,אוטובוס,פתח תקווה,דרך מנחם בגין/קופת חולים,תל אביב יפו,מסוף כרמלית/הורדה,48.0,19.957,05:26:00,06:25:16,59,124.0,65.0,20.3,9.7,58695362
3241,05/01/2024,שישי,07:00,17,הרב שלמה גורן/מבטחים-גבעת שמואל<->מסוף עתידים-תל אביב יפו-20,2.0,0,דן,אוטובוס,גבעת שמואל,הרב שלמה גורן/מבטחים,תל אביב יפו,מסוף עתידים,40.0,10.789,07:20:00,07:52:59,33,60.0,27.0,19.6,10.8,58622372
70717,10/01/2024,רביעי,04:00,116,מסוף קרית אונו-קרית אונו<->קלצ'קין-תל אביב יפו-20,2.0,0,דן,אוטובוס,קרית אונו,מסוף קרית אונו,תל אביב יפו,קלצ'קין,32.0,17.044,04:50:00,05:35:29,45,64.0,19.0,22.7,16.0,59032283
54768,09/01/2024,שלישי,07:00,280,ת. מרכזית אשדוד/רציפים-אשדוד<->ת. רכבת תל אביב - סבידור/הורדה-תל אביב יפו-1#,1.0,#,אלקטרה אפיקים,אוטובוס,אשדוד,ת. מרכזית אשדוד/רציפים,תל אביב יפו,ת. רכבת תל אביב - סבידור/הורדה,16.0,38.15,07:30:00,08:20:06,50,62.0,12.0,45.8,36.9,58938607
34745,08/01/2024,שני,06:00,39,מסוף עמידר-רמת גן<->מסוף רדינג/הורדה-תל אביב יפו-20,2.0,0,דן,אוטובוס,רמת גן,מסוף עמידר,תל אביב יפו,מסוף רדינג/הורדה,36.0,11.701,06:51:00,07:31:59,41,86.0,45.0,17.1,8.2,58820050
67245,09/01/2024,שלישי,19:00,320,ת. מרכזית אשדוד/רציפים-אשדוד<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,1.0,#,אלקטרה אפיקים,אוטובוס,אשדוד,ת. מרכזית אשדוד/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,19.0,36.766,19:30:00,20:18:59,49,42.0,-7.0,45.0,52.5,59013899
63893,09/01/2024,שלישי,15:00,57,ת. רכבת אוניברסיטה/איסוף-תל אביב יפו<->איצטדיון וינטר-רמת גן-10,1.0,0,דן,אוטובוס,תל אביב יפו,ת. רכבת אוניברסיטה/איסוף,רמת גן,איצטדיון וינטר,40.0,12.141,15:40:00,16:24:59,45,68.0,23.0,16.2,10.7,58992621
88778,11/01/2024,חמישי,03:00,46,ת. רכבת תל אביב סבידור/על פרשת דרכים-תל אביב יפו<->מסוף בית העלמין/הורדה-בת ים-10,1.0,0,דן,אוטובוס,תל אביב יפו,ת. רכבת תל אביב סבידור/על פרשת דרכים,בת ים,מסוף בית העלמין/הורדה,50.0,15.169,03:55:00,04:46:50,52,56.0,4.0,17.5,16.3,59140189
65410,09/01/2024,שלישי,17:00,57,איצטדיון וינטר-רמת גן<->ת. רכבת אוניברסיטה/הורדה-תל אביב יפו-20,2.0,0,דן,אוטובוס,רמת גן,איצטדיון וינטר,תל אביב יפו,ת. רכבת אוניברסיטה/הורדה,37.0,12.194,17:15:00,18:01:03,46,53.0,7.0,15.9,13.8,59002187
42537,08/01/2024,שני,13:00,66,ת. מרכזית פ''ת/רציפים-פתח תקווה<->מסוף כרמלית/הורדה-תל אביב יפו-10,1.0,0,דן,אוטובוס,פתח תקווה,ת. מרכזית פ''ת/רציפים,תל אביב יפו,מסוף כרמלית/הורדה,42.0,15.464,13:50:00,14:39:06,49,86.0,37.0,18.9,10.8,58865848
92981,11/01/2024,חמישי,07:00,9,מסוף הטייסים-תל אביב יפו<->קריית חינוך-תל אביב יפו-20,2.0,0,דן,אוטובוס,תל אביב יפו,מסוף הטייסים,תל אביב יפו,קריית חינוך,41.0,14.458,07:10:00,07:53:28,43,83.0,40.0,20.2,10.5,59164232
92793,11/01/2024,חמישי,07:00,340,הכוהנים/השקד-בני עי''ש<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,1.0,#,אלקטרה אפיקים,אוטובוס,בני עי''ש,הכוהנים/השקד,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,34.0,47.2,07:00:00,08:06:33,67,71.0,4.0,42.3,39.9,59163033
101524,11/01/2024,חמישי,14:00,205,מסוף עתידים-תל אביב יפו<->מסוף יהוד/הורדה-יהוד מונוסון-20,2.0,0,מטרופולין,אוטובוס,תל אביב יפו,מסוף עתידים,יהוד מונוסון,מסוף יהוד/הורדה,32.0,15.934,14:50:00,15:24:59,35,5.0,-30.0,27.3,191.2,59215930
80564,10/01/2024,רביעי,13:00,171,מסוף אזורי חן-תל אביב יפו<->חניון אגד/דן שומרון-חולון-1#,1.0,#,אגד,אוטובוס,תל אביב יפו,מסוף אזורי חן,חולון,חניון אגד/דן שומרון,41.0,18.291,13:21:00,14:13:59,53,104.0,51.0,20.7,10.6,59090979
63488,09/01/2024,שלישי,15:00,201,ת. מרכזית רחובות/רציפים-רחובות<->יוסף לוי/הכובשים-תל אביב יפו-2#,2.0,#,אגד,אוטובוס,רחובות,ת. מרכזית רחובות/רציפים,תל אביב יפו,יוסף לוי/הכובשים,55.0,25.904,15:10:00,16:19:44,70,89.0,19.0,22.2,17.5,58989822
24661,08/01/2024,שני,14:00,608,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת. רכבת נתניה-נתניה-21,2.0,1,מטרופולין,אוטובוס,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,נתניה,ת. רכבת נתניה,35.0,34.611,14:45:00,15:51:06,66,85.0,19.0,31.5,24.4,58760922
81675,10/01/2024,רביעי,14:00,90,יוסף לוי/הכובשים-תל אביב יפו<->השונית/יורדי ים-הרצליה-2#,2.0,#,מטרופולין,אוטובוס,תל אביב יפו,יוסף לוי/הכובשים,הרצליה,השונית/יורדי ים,32.0,16.221,14:14:00,14:57:59,44,71.0,27.0,22.1,13.7,59097332
57820,09/01/2024,שלישי,10:00,116,מסוף אונברסיטת ת''א-תל אביב יפו<->מסוף קרית אונו-קרית אונו-10,1.0,0,דן,אוטובוס,תל אביב יפו,מסוף אונברסיטת ת''א,קרית אונו,מסוף קרית אונו,32.0,17.276,10:14:00,11:00:53,47,63.0,16.0,22.1,16.5,58956003
77913,10/01/2024,רביעי,11:00,9,מסוף הטייסים-תל אביב יפו<->קריית חינוך-תל אביב יפו-20,2.0,0,דן,אוטובוס,תל אביב יפו,מסוף הטייסים,תל אביב יפו,קריית חינוך,41.0,14.458,11:03:00,11:46:28,43,69.0,26.0,20.2,12.6,59074731
46307,08/01/2024,שני,17:00,33,איצטדיון וינטר-רמת גן<->מסוף רדינג/הורדה-תל אביב יפו-20,2.0,0,דן,אוטובוס,רמת גן,איצטדיון וינטר,תל אביב יפו,מסוף רדינג/הורדה,41.0,14.839,17:30:00,18:26:00,56,78.0,22.0,15.9,11.4,58889822
105130,11/01/2024,חמישי,18:00,89,מסוף קריית שרת-חולון<->משמר הירדן/טורקוב-תל אביב יפו-20,2.0,0,דן,אוטובוס,חולון,מסוף קריית שרת,תל אביב יפו,משמר הירדן/טורקוב,49.0,19.583,18:40:00,19:38:59,59,68.0,9.0,19.9,17.3,59239037
33222,08/01/2024,שני,05:00,504,קרית הספורט/וייצמן-רעננה<->ת. רכבת תל אביב - סבידור/הורדה-תל אביב יפו-1#,1.0,#,מטרופולין,אוטובוס,רעננה,קרית הספורט/וייצמן,תל אביב יפו,ת. רכבת תל אביב - סבידור/הורדה,24.0,19.951,05:30:00,06:11:59,42,78.0,36.0,28.5,15.3,58810938
50594,09/01/2024,שלישי,04:00,270,מסוף רדינג/רציפים-תל אביב יפו<->ת. מרכזית ראשל''צ-ראשון לציון-1#,1.0,#,אגד,אוטובוס,תל אביב יפו,מסוף רדינג/רציפים,ראשון לציון,ת. מרכזית ראשל''צ,35.0,21.468,04:15:00,05:06:50,52,49.0,-3.0,24.8,26.3,58914275
84914,10/01/2024,רביעי,17:00,157,בית חולים שמואל הרופא-באר יעקב<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-10,1.0,0,קווים,אוטובוס,באר יעקב,בית חולים שמואל הרופא,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,30.0,19.684,17:30:00,18:07:15,37,40.0,3.0,31.9,29.5,59117888
34925,08/01/2024,שני,07:00,46,ת. רכבת תל אביב סבידור/על פרשת דרכים-תל אביב יפו<->מסוף בית העלמין/הורדה-בת ים-10,1.0,0,דן,אוטובוס,תל אביב יפו,ת. רכבת תל אביב סבידור/על פרשת דרכים,בת ים,מסוף בית העלמין/הורדה,50.0,15.169,07:00:00,07:51:50,52,82.0,30.0,17.5,11.1,58821087
76689,10/01/2024,רביעי,10:00,49,מסוף רדינג/רציפים-תל אביב יפו<->בית ספר בית יעקב/דרך מנחם בגין-פתח תקווה-20,2.0,0,אלקטרה אפיקים,אוטובוס,תל אביב יפו,מסוף רדינג/רציפים,פתח תקווה,בית ספר בית יעקב/דרך מנחם בגין,54.0,22.093,10:00:00,11:00:48,61,31.0,-30.0,21.7,42.8,59067433
12732,08/01/2024,שני,04:00,205,מסוף עתידים-תל אביב יפו<->מסוף יהוד/הורדה-יהוד מונוסון-20,2.0,0,מטרופולין,אוטובוס,תל אביב יפו,מסוף עתידים,יהוד מונוסון,מסוף יהוד/הורדה,32.0,15.934,04:45:00,05:19:59,35,50.0,15.0,27.3,19.1,58690259
11420,07/01/2024,ראשון,03:00,369,ת.מרכזית באר שבע/רציפים בינעירוני-באר שבע<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-2#,2.0,#,מטרופולין,אוטובוס,באר שבע,ת.מרכזית באר שבע/רציפים בינעירוני,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,34.0,102.976,03:45:00,05:40:01,115,5.0,-110.0,53.7,1235.7,58683749
56064,09/01/2024,שלישי,08:00,9,מסוף הטייסים-תל אביב יפו<->קריית חינוך-תל אביב יפו-20,2.0,0,דן,אוטובוס,תל אביב יפו,מסוף הטייסים,תל אביב יפו,קריית חינוך,41.0,14.458,08:40:00,09:23:28,43,47.0,4.0,20.2,18.5,58945935
88513,11/01/2024,חמישי,03:00,20,מסוף אזורי חן-תל אביב יפו<->בית רבקה-פתח תקווה-20,2.0,0,אלקטרה אפיקים,אוטובוס,תל אביב יפו,מסוף אזורי חן,פתח תקווה,בית רבקה,58.0,20.419,03:30:00,04:33:16,63,53.0,-10.0,19.4,23.1,59138964
85419,10/01/2024,רביעי,18:00,531,לב הפארק/וייצמן-רעננה<->ת. רכבת תל אביב - סבידור/הורדה-תל אביב יפו-1#,1.0,#,מטרופולין,אוטובוס,רעננה,לב הפארק/וייצמן,תל אביב יפו,ת. רכבת תל אביב - סבידור/הורדה,42.0,17.525,18:05:00,19:00:59,56,58.0,2.0,18.8,18.1,59121302
89103,11/01/2024,חמישי,04:00,111,ת. מרכזית מודיעין מכבים רעות-מודיעין מכבים רעות<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-10,1.0,0,קווים,אוטובוס,מודיעין מכבים רעות,ת. מרכזית מודיעין מכבים רעות,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,16.0,32.937,04:10:00,04:51:01,41,50.0,9.0,48.2,39.5,59141787
85890,10/01/2024,רביעי,18:00,138,ת.רכבת תל אביב - סבידור/רציפים C-תל אביב יפו<->ת. מרכזית פ''ת/הורדה-פתח תקווה-20,2.0,0,דן,אוטובוס,תל אביב יפו,ת.רכבת תל אביב - סבידור/רציפים C,פתח תקווה,ת. מרכזית פ''ת/הורדה,39.0,12.587,18:40:00,19:20:21,40,46.0,6.0,18.9,16.4,59124117
78231,10/01/2024,רביעי,11:00,20,מסוף אזורי חן-תל אביב יפו<->בית רבקה-פתח תקווה-20,2.0,0,אלקטרה אפיקים,אוטובוס,תל אביב יפו,מסוף אזורי חן,פתח תקווה,בית רבקה,58.0,20.419,11:20:00,12:23:16,63,86.0,23.0,19.4,14.2,59076765
49856,09/01/2024,שלישי,03:00,16,בי''ח שיב''א/שדרות אהרון קציר-רמת גן<->יוסף לוי/הכובשים-תל אביב יפו-20,2.0,0,דן,אוטובוס,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,תל אביב יפו,יוסף לוי/הכובשים,44.0,13.285,03:31:00,04:24:54,54,43.0,-11.0,14.8,18.5,58910657
22023,08/01/2024,שני,12:00,46,מסוף בית העלמין/איסוף-בת ים<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-20,2.0,0,דן,אוטובוס,בת ים,מסוף בית העלמין/איסוף,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,48.0,15.233,12:45:00,13:36:59,52,78.0,26.0,17.6,11.7,58744825
94043,11/01/2024,חמישי,08:00,54,מסוף כרמלית-תל אביב יפו<->מסוף עתידים-תל אביב יפו-10,1.0,0,דן,אוטובוס,תל אביב יפו,מסוף כרמלית,תל אביב יפו,מסוף עתידים,44.0,14.351,08:07:00,08:55:58,49,69.0,20.0,17.6,12.5,59170516
43549,08/01/2024,שני,14:00,178,גיבורי החיל/שדרות הציונות-יבנה<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,1.0,#,אלקטרה אפיקים,אוטובוס,יבנה,גיבורי החיל/שדרות הציונות,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,34.0,28.392,14:30:00,15:14:23,44,218.0,174.0,38.7,7.8,58872091
88515,11/01/2024,חמישי,03:00,89,מסוף קריית שרת-חולון<->משמר הירדן/טורקוב-תל אביב יפו-20,2.0,0,דן,אוטובוס,חולון,מסוף קריית שרת,תל אביב יפו,משמר הירדן/טורקוב,49.0,19.583,03:36:00,04:34:59,59,63.0,4.0,19.9,18.7,59139008
17168,08/01/2024,שני,08:00,168,מסוף כרמלית-תל אביב יפו<->מסוף קרית אונו-קרית אונו-10,1.0,0,מטרופולין,אוטובוס,תל אביב יפו,מסוף כרמלית,קרית אונו,מסוף קרית אונו,37.0,14.307,08:20:00,09:04:48,45,50.0,5.0,19.1,17.2,58716082
54725,09/01/2024,שלישי,07:00,141,מסוף יהוד/עליה-יהוד מונוסון<->מסוף הלוחמים/משרד הרישוי-תל אביב יפו-10,1.0,0,דן,אוטובוס,יהוד מונוסון,מסוף יהוד/עליה,תל אביב יפו,מסוף הלוחמים/משרד הרישוי,52.0,21.888,07:30:00,08:27:45,58,81.0,23.0,22.6,16.2,58938303
44343,08/01/2024,שני,15:00,189,מסוף קריית שרת-חולון<->מסוף עתידים-תל אביב יפו-20,2.0,0,דן,אוטובוס,חולון,מסוף קריית שרת,תל אביב יפו,מסוף עתידים,56.0,21.341,15:30:00,16:37:53,68,101.0,33.0,18.8,12.7,58876951
42272,08/01/2024,שני,13:00,13,בית ברבור/דרך ההגנה-תל אביב יפו<->מסוף וולפסון-חולון-1#,1.0,#,מטרופולין,אוטובוס,תל אביב יפו,בית ברבור/דרך ההגנה,חולון,מסוף וולפסון,47.0,13.154,13:30:00,14:19:51,50,55.0,5.0,15.8,14.3,58864268
11897,08/01/2024,שני,04:00,193,ת. רכבת הראשונים-ראשון לציון<->מסוף רדינג/הורדה-תל אביב יפו-2#,2.0,#,אגד,אוטובוס,ראשון לציון,ת. רכבת הראשונים,תל אביב יפו,מסוף רדינג/הורדה,35.0,23.169,04:12:00,05:03:59,52,60.0,8.0,26.7,23.2,58686020
104305,11/01/2024,חמישי,17:00,148,מסוף שכונה ירוקה-כפר סבא<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,1.0,#,מטרופולין,אוטובוס,כפר סבא,מסוף שכונה ירוקה,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,30.0,23.738,17:40:00,18:27:18,47,50.0,3.0,30.3,28.5,59233700
25898,08/01/2024,שני,16:00,34,ת. רכבת קרית אריה-פתח תקווה<->מסוף הלוחמים/משרד הרישוי-תל אביב יפו-10,1.0,0,דן,אוטובוס,פתח תקווה,ת. רכבת קרית אריה,תל אביב יפו,מסוף הלוחמים/משרד הרישוי,52.0,18.145,16:15:00,17:16:59,62,95.0,33.0,17.6,11.5,58768611
14543,08/01/2024,שני,06:00,19,מסוף כרמלית/הכרמל-תל אביב יפו<->מסוף אבי האסירים-ראשון לציון-20,2.0,0,דן,אוטובוס,תל אביב יפו,מסוף כרמלית/הכרמל,ראשון לציון,מסוף אבי האסירים,41.0,16.935,06:07:00,07:03:59,57,63.0,6.0,17.8,16.1,58700735
53951,09/01/2024,שלישי,06:00,61,הכובשים/דניאל-תל אביב יפו<->מסוף עמידר-רמת גן-10,1.0,0,דן,אוטובוס,תל אביב יפו,הכובשים/דניאל,רמת גן,מסוף עמידר,38.0,11.718,06:50:00,07:29:26,39,79.0,40.0,18.0,8.9,58933703
11686,08/01/2024,שני,03:00,6,חניון אגד/חורשת היובל-חולון<->מסוף הלוחמים/משרד הרישוי-תל אביב יפו-10,1.0,0,דן,אוטובוס,חולון,חניון אגד/חורשת היובל,תל אביב יפו,מסוף הלוחמים/משרד הרישוי,47.0,13.926,03:58:00,04:52:59,55,42.0,-13.0,15.2,19.9,58684968
7277,05/01/2024,שישי,12:00,283,אליהו הנביא/ירמיהו הנביא-ראש העין<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-10,1.0,0,אלקטרה אפיקים,אוטובוס,ראש העין,אליהו הנביא/ירמיהו הנביא,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,33.0,31.649,12:15:00,13:11:59,57,50.0,-7.0,33.3,38.0,58650590
14231,08/01/2024,שני,05:00,238,דרך מנחם בגין/קופת חולים-פתח תקווה<->מסוף כרמלית/הורדה-תל אביב יפו-10,1.0,0,דן,אוטובוס,פתח תקווה,דרך מנחם בגין/קופת חולים,תל אביב יפו,מסוף כרמלית/הורדה,48.0,19.957,05:52:00,06:51:16,59,124.0,65.0,20.3,9.7,58698837
